"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S790","2020-02-21 00:00:00","236.000","333.000","1.200","17.500","0.750","1001.700","","0.000","-99.000","-99.000","-99.000","23.300","","14.500",""
"C0R560","2020-02-21 00:00:00","22.000","333.000","0.800","18.300","0.830","1023.600","","0.000","-99.000","-99.000","-99.000","24.600","","14.800",""
"C0C630","2020-02-21 00:00:00","209.000","89.000","2.300","15.400","0.890","1001.600","","0.000","-99.000","-99.000","-99.000","21.100","","12.200",""
"C0D550","2020-02-21 00:00:00","1956.000","0.000","0.000","7.300","0.820","818.500","","0.000","-99.000","-99.000","-99.000","14.400","","6.200",""
"C0T9E0","2020-02-21 00:00:00","415.000","0.000","0.000","14.700","0.920","981.300","","0.500","-99.000","-99.000","-99.000","20.100","","12.300",""
"C0U960","2020-02-21 00:00:00","1885.000","254.000","2.200","6.400","0.990","822.800","","4.500","-99.000","-99.000","-99.000","9.500","","1.800",""
"C0AI30","2020-02-21 00:00:00","26.000","72.000","5.200","18.700","0.870","1024.300","","0.000","-99.000","-99.000","-99.000","21.400","","14.900",""
"C0R240","2020-02-21 00:00:00","87.000","0.000","0.000","14.400","0.930","1014.800","","0.000","-99.000","-99.000","-99.000","24.600","","12.300",""
"C0AD30","2020-02-21 00:00:00","20.000","68.000","1.100","19.200","0.740","1022.000","","0.000","-99.000","-99.000","-99.000","22.900","","15.100",""
"C0D430","2020-02-21 00:00:00","87.000","0.000","0.000","12.100","0.980","1014.800","","0.000","-99.000","-99.000","-99.000","23.700","","9.500",""
"C0X210","2020-02-21 00:00:00","38.000","0.000","0.000","16.200","0.980","1019.600","","0.000","-99.000","-99.000","-99.000","23.800","","12.600",""
"C0R680","2020-02-21 00:00:00","13.000","67.000","9.400","22.500","0.650","1024.000","","0.000","15.900","71.000","","23.000","","19.600",""
"C0AH10","2020-02-21 00:00:00","30.000","82.000","3.000","18.600","1.000","1022.500","","0.000","-99.000","-99.000","-99.000","22.200","","15.000",""
"C0E880","2020-02-21 00:00:00","507.000","217.000","1.300","16.200","0.880","966.600","","0.000","-99.000","-99.000","-99.000","20.500","","12.600",""
"C0O960","2020-02-21 00:00:00","112.000","30.000","1.400","16.100","0.930","1012.500","","0.000","-99.000","-99.000","-99.000","25.600","","12.600",""
"C0H950","2020-02-21 00:00:00","192.000","0.000","0.000","13.500","0.990","1003.600","","0.000","-99.000","-99.000","-99.000","24.100","","9.400",""
"C0SA60","2020-02-21 00:00:00","6.000","346.000","1.700","18.500","0.760","1026.400","","0.000","-99.000","-99.000","-99.000","23.700","","16.200",""
"C0A540","2020-02-21 00:00:00","401.000","82.000","1.300","16.000","0.870","979.500","","1.000","-99.000","-99.000","-99.000","18.700","","10.600",""
"C0C690","2020-02-21 00:00:00","242.000","162.000","2.000","16.400","0.770","997.400","","0.000","-99.000","-99.000","-99.000","21.100","","12.500",""
"C0V370","2020-02-21 00:00:00","74.000","0.000","0.000","15.300","0.990","1017.700","","0.000","-99.000","-99.000","-99.000","26.000","","10.900",""
"C0I110","2020-02-21 00:00:00","161.000","169.000","0.500","15.900","0.920","1007.700","","0.000","-99.000","-99.000","-99.000","24.000","","12.100",""
"C0M750","2020-02-21 00:00:00","10.000","24.000","1.800","17.500","0.900","1024.500","","0.000","-99.000","-99.000","-99.000","21.000","","14.400",""
"C0R340","2020-02-21 00:00:00","230.000","27.000","2.500","17.900","0.820","998.700","","0.000","-99.000","-99.000","-99.000","22.500","","13.600",""
"C0U970","2020-02-21 00:00:00","7.000","236.000","1.700","17.200","0.900","1028.000","","0.000","-99.000","-99.000","-99.000","20.500","","13.800",""
"C0X300","2020-02-21 00:00:00","70.000","0.000","0.000","14.800","0.970","1017.300","","0.000","-99.000","-99.000","-99.000","23.800","","11.100",""
"C0R480","2020-02-21 00:00:00","57.000","8.000","1.100","17.600","0.880","1019.100","","0.000","-99.000","-99.000","-99.000","25.200","","14.300",""
"C0A9E0","2020-02-21 00:00:00","26.000","97.000","0.800","18.700","0.760","1024.200","","0.000","-99.000","-99.000","-99.000","22.700","","14.500",""
"C0R590","2020-02-21 00:00:00","72.000","16.000","1.000","17.800","0.990","1017.100","","0.000","-99.000","-99.000","-99.000","25.300","","14.100",""
"C0G820","2020-02-21 00:00:00","29.000","0.000","0.000","15.600","0.950","1022.900","","0.000","-99.000","-99.000","-99.000","23.600","","12.500",""
"C0U600","2020-02-21 00:00:00","10.000","217.000","0.400","17.000","0.990","1026.200","","0.000","-99.000","-99.000","-99.000","20.900","","13.200",""
"C0U910","2020-02-21 00:00:00","17.000","277.000","1.300","17.400","0.870","1025.500","","0.000","-99.000","-99.000","-99.000","20.400","","13.800",""
"C0V630","2020-02-21 00:00:00","19.000","359.000","1.600","18.000","0.860","1025.700","","0.000","-99.000","-99.000","-99.000","22.000","","15.100",""
"C0D650","2020-02-21 00:00:00","97.000","43.000","1.000","16.100","0.870","1014.700","","0.000","-99.000","-99.000","-99.000","19.700","","13.600",""
"C0K510","2020-02-21 00:00:00","10.000","337.000","1.000","16.600","0.910","1024.000","","0.000","-99.000","-99.000","-99.000","22.000","","13.800",""
"C0V360","2020-02-21 00:00:00","94.000","14.000","0.300","14.200","0.960","1014.500","","0.000","-99.000","-99.000","-99.000","27.700","","10.200",""
"C0M780","2020-02-21 00:00:00","30.000","0.000","0.000","16.500","0.920","1022.700","","0.000","-99.000","-99.000","-99.000","23.700","","13.700",""
"C0K530","2020-02-21 00:00:00","12.000","28.000","1.700","17.800","0.900","1024.500","","0.000","-99.000","-99.000","-99.000","20.800","","14.400",""
"C0X120","2020-02-21 00:00:00","28.000","354.000","1.700","17.300","0.950","1023.800","","0.000","-99.000","-99.000","-99.000","22.800","","14.100",""
"C0G900","2020-02-21 00:00:00","20.000","30.000","2.000","18.200","0.910","1022.100","","0.000","-99.000","-99.000","-99.000","20.400","","15.900",""
"C0AD40","2020-02-21 00:00:00","32.000","41.000","1.200","17.400","0.840","1022.300","","0.000","-99.000","-99.000","-99.000","22.200","","11.800",""
"C0UA00","2020-02-21 00:00:00","392.000","0.000","0.000","13.800","0.980","983.100","","0.500","-99.000","-99.000","-99.000","21.600","","9.700",""
"C0I080","2020-02-21 00:00:00","536.000","258.000","0.500","13.600","0.900","966.800","","0.000","-99.000","-99.000","-99.000","23.000","","10.300",""
"C0UA30","2020-02-21 00:00:00","1397.000","231.000","0.800","8.900","1.000","870.900","","2.000","-99.000","-99.000","-99.000","13.100","","6.600",""
"C0Z270","2020-02-21 00:00:00","343.000","252.000","2.600","15.700","0.900","988.900","","0.000","-99.000","-99.000","-99.000","20.100","","13.400",""
"C0G750","2020-02-21 00:00:00","31.000","30.000","0.300","16.100","0.910","1023.200","","0.000","-99.000","-99.000","-99.000","21.500","","13.700",""
"C0A550","2020-02-21 00:00:00","422.000","0.000","0.000","14.500","1.000","978.700","","5.000","-99.000","-99.000","-99.000","18.600","","9.900",""
"C0G830","2020-02-21 00:00:00","27.000","14.000","1.100","16.300","0.970","1020.900","","0.000","-99.000","-99.000","-99.000","21.300","","13.800",""
"C0R640","2020-02-21 00:00:00","21.000","20.000","1.400","19.100","0.850","1024.000","","0.000","-99.000","-99.000","-99.000","23.600","","15.700",""
"C0D580","2020-02-21 00:00:00","120.000","0.000","0.000","12.100","0.970","1011.900","","0.000","-99.000","-99.000","-99.000","23.200","","10.000",""
"C0M660","2020-02-21 00:00:00","40.000","299.000","0.700","16.400","0.950","1021.800","","0.000","-99.000","-99.000","-99.000","21.700","","13.400",""
"C0K330","2020-02-21 00:00:00","38.000","297.000","0.400","15.900","0.990","1021.000","","0.000","-99.000","-99.000","-99.000","22.600","","13.000",""
"C0E830","2020-02-21 00:00:00","37.000","79.000","0.800","15.900","0.900","1021.400","","0.000","-99.000","-99.000","-99.000","20.200","","13.700",""
"C0X290","2020-02-21 00:00:00","10.000","30.000","2.900","18.200","0.910","1024.600","","0.000","-99.000","-99.000","-99.000","20.500","","15.300",""
"C0U760","2020-02-21 00:00:00","22.000","0.000","0.000","16.300","0.990","1027.000","","1.500","-99.000","-99.000","-99.000","21.400","","12.300",""
"C0U780","2020-02-21 00:00:00","15.000","316.000","0.500","17.400","0.990","1026.400","","0.000","-99.000","-99.000","-99.000","20.600","","13.800",""
"C0H9C0","2020-02-21 00:00:00","3402.000","274.000","1.300","0.300","0.380","680.400","","0.000","-99.000","-99.000","-99.000","5.700","","-2.700",""
"C0V650","2020-02-21 00:00:00","28.000","27.000","1.400","17.900","0.890","1024.300","","0.000","-99.000","-99.000","-99.000","22.700","","14.300",""
"C0R720","2020-02-21 00:00:00","214.000","13.000","8.800","19.700","0.750","1001.300","","0.000","-99.000","-99.000","-99.000","21.000","","17.000",""
"C0K470","2020-02-21 00:00:00","97.000","108.000","0.600","14.300","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","22.900","","11.600",""
"C0T9N0","2020-02-21 00:00:00","261.000","25.000","0.900","16.000","0.930","998.600","","0.000","-99.000","-99.000","-99.000","20.800","","13.900",""
"CM0180","2020-02-21 00:00:00","313.000","0.000","0.200","14.300","0.880","990.200","","0.000","-99.000","-99.000","-99.000","25.200","","12.100",""
"C0Z070","2020-02-21 00:00:00","247.000","0.000","0.000","16.000","0.990","999.400","","0.000","-99.000","-99.000","-99.000","21.400","","13.200",""
"C0Z280","2020-02-21 00:00:00","224.000","0.000","0.000","16.000","0.990","1004.000","","0.000","-99.000","-99.000","-99.000","21.100","","13.800",""
"C0SA40","2020-02-21 00:00:00","200.000","298.000","0.400","16.800","0.880","1005.600","","0.000","-99.000","-99.000","-99.000","22.000","","13.100",""
"C0V440","2020-02-21 00:00:00","27.000","312.000","0.600","18.000","0.800","1022.000","","0.000","-99.000","-99.000","-99.000","25.500","","14.100",""
"C0R490","2020-02-21 00:00:00","49.000","0.000","0.000","17.900","0.880","1019.200","","0.000","-99.000","-99.000","-99.000","25.800","","14.700",""
"C0X230","2020-02-21 00:00:00","29.000","15.000","1.200","15.900","0.940","1023.800","","0.000","-99.000","-99.000","-99.000","22.200","","12.700",""
"C0S770","2020-02-21 00:00:00","375.000","27.000","0.900","17.700","0.750","984.000","","0.000","-99.000","-99.000","-99.000","20.400","","14.300",""
"C0H890","2020-02-21 00:00:00","440.000","0.000","0.000","14.200","0.920","974.200","","0.000","-99.000","-99.000","-99.000","22.400","","10.000",""
"C0K480","2020-02-21 00:00:00","56.000","307.000","0.900","16.400","0.990","1019.000","","0.000","-99.000","-99.000","-99.000","21.800","","13.000",""
"C0R540","2020-02-21 00:00:00","17.000","23.000","1.600","17.400","0.830","1023.300","","0.000","-99.000","-99.000","-99.000","23.700","","14.800",""
"C0Z160","2020-02-21 00:00:00","124.000","0.000","0.000","16.400","0.920","1015.100","","1.000","-99.000","-99.000","-99.000","22.200","","12.800",""
"C0AH50","2020-02-21 00:00:00","275.000","88.000","4.000","16.800","0.860","994.000","","0.000","-99.000","-99.000","-99.000","20.400","","13.800",""
"C0F850","2020-02-21 00:00:00","379.000","0.000","0.100","14.500","0.990","981.200","","0.000","-99.000","-99.000","-99.000","21.900","","10.200",""
"C0G800","2020-02-21 00:00:00","15.000","47.000","1.400","16.600","0.990","1023.900","","0.000","-99.000","-99.000","-99.000","20.900","","14.400",""
"C0U890","2020-02-21 00:00:00","116.000","274.000","1.600","16.000","0.990","1015.400","","0.000","-99.000","-99.000","-99.000","20.400","","13.300",""
"C0F860","2020-02-21 00:00:00","2215.000","0.000","0.000","4.800","0.980","787.700","","0.000","-99.000","-99.000","-99.000","14.900","","3.500",""
"CM0170","2020-02-21 00:00:00","106.000","97.000","0.800","14.700","0.990","1014.500","","0.000","-99.000","-99.000","-99.000","22.000","","10.700",""
"C0B020","2020-02-21 00:00:00","86.000","96.000","4.700","17.800","0.920","1015.600","","9.000","-99.000","-99.000","-99.000","19.000","","14.600",""
"C0I390","2020-02-21 00:00:00","1184.000","96.000","1.400","10.400","0.970","895.300","","0.000","-99.000","-99.000","-99.000","18.200","","7.000",""
"C0T9D0","2020-02-21 00:00:00","7.000","236.000","0.400","16.400","0.970","1027.800","","7.000","-99.000","-99.000","-99.000","22.200","","14.100",""
"C0E520","2020-02-21 00:00:00","320.000","0.000","0.000","12.100","1.000","989.500","","0.000","-99.000","-99.000","-99.000","22.700","","9.000",""
"C0C460","2020-02-21 00:00:00","482.000","0.000","0.000","15.600","0.720","971.100","","0.000","-99.000","-99.000","-99.000","21.600","","10.600",""
"C0AI40","2020-02-21 00:00:00","37.000","79.000","3.400","19.900","0.670","1022.500","","0.000","-99.000","-99.000","-99.000","22.200","","15.000",""
"C0O930","2020-02-21 00:00:00","69.000","0.000","0.000","15.800","1.000","1018.800","","0.000","-99.000","-99.000","-99.000","26.700","","10.000",""
"C0T870","2020-02-21 00:00:00","135.000","0.000","0.000","15.400","0.990","1012.500","","1.000","-99.000","-99.000","-99.000","22.000","","10.200",""
"C0A920","2020-02-21 00:00:00","196.000","107.000","2.200","15.700","0.980","1002.900","","10.000","-99.000","-99.000","-99.000","17.200","","14.700",""
"C0A940","2020-02-21 00:00:00","49.000","0.000","0.000","16.100","0.990","1022.100","","2.500","-99.000","-99.000","-99.000","19.600","","12.400",""
"C0S740","2020-02-21 00:00:00","289.000","27.000","0.600","15.500","0.950","996.100","","0.000","-99.000","-99.000","-99.000","20.700","","13.700",""
"C0U980","2020-02-21 00:00:00","573.000","160.000","3.800","13.800","1.000","962.500","","1.000","-99.000","-99.000","-99.000","17.600","","11.100",""
"C0V250","2020-02-21 00:00:00","298.000","108.000","0.600","15.600","0.950","990.500","","0.000","-99.000","-99.000","-99.000","26.000","","11.400",""
"C0AH70","2020-02-21 00:00:00","34.000","81.000","2.500","18.000","0.770","1023.100","","0.000","-99.000","-99.000","-99.000","22.200","","15.100",""
"C0M760","2020-02-21 00:00:00","40.000","282.000","0.400","16.700","0.940","1021.400","","0.000","-99.000","-99.000","-99.000","22.800","","13.400",""
"C0O950","2020-02-21 00:00:00","4.000","346.000","0.400","16.900","0.980","1024.400","","0.000","-99.000","-99.000","-99.000","22.700","","13.500",""
"C0A9F0","2020-02-21 00:00:00","35.000","100.000","1.400","18.600","0.800","1023.200","","0.000","-99.000","-99.000","-99.000","22.200","","14.600",""
"C0I460","2020-02-21 00:00:00","110.000","183.000","2.000","16.000","0.960","1012.900","","0.000","-99.000","-99.000","-99.000","24.200","","12.100",""
"C0W160","2020-02-21 00:00:00","49.000","37.000","16.500","13.500","0.850","1018.600","","0.000","-99.000","-99.000","-99.000","14.900","","11.800",""
"C0E420","2020-02-21 00:00:00","19.000","0.000","0.000","13.900","0.930","1021.900","","0.000","-99.000","-99.000","-99.000","21.200","","12.100",""
"C0R190","2020-02-21 00:00:00","32.000","166.000","0.900","15.300","0.980","1021.400","","0.000","-99.000","-99.000","-99.000","25.300","","12.400",""
"C0I010","2020-02-21 00:00:00","1562.000","22.000","0.500","9.500","0.760","856.400","","0.000","-99.000","-99.000","-99.000","18.200","","7.000",""
"C0F930","2020-02-21 00:00:00","100.000","0.000","0.100","14.500","1.000","1013.400","","0.000","-99.000","-99.000","-99.000","21.700","","13.500",""
"C0X180","2020-02-21 00:00:00","62.000","0.000","0.000","17.300","0.990","1018.000","","0.000","-99.000","-99.000","-99.000","24.100","","12.300",""
"C0ACA0","2020-02-21 00:00:00","25.000","70.000","1.200","18.400","0.830","1022.500","","0.000","-99.000","-99.000","-99.000","22.400","","14.400",""
"C0X260","2020-02-21 00:00:00","39.000","316.000","1.000","16.700","0.960","1021.800","","0.000","-99.000","-99.000","-99.000","22.900","","13.300",""
"C0K500","2020-02-21 00:00:00","12.000","6.000","0.600","16.700","0.980","1023.400","","0.000","-99.000","-99.000","-99.000","21.500","","13.900",""
"CM0010","2020-02-21 00:00:00","68.000","58.000","0.500","16.500","0.840","1019.400","","0.000","-99.000","-99.000","-99.000","20.500","","12.800",""
"C0O990","2020-02-21 00:00:00","18.000","1.000","0.400","17.100","0.990","1023.300","","0.000","-99.000","-99.000","-99.000","25.500","","12.900",""
"C0E430","2020-02-21 00:00:00","258.000","185.000","0.900","13.400","0.940","999.300","","0.000","-99.000","-99.000","-99.000","22.100","","10.500",""
"C0D390","2020-02-21 00:00:00","146.000","0.000","0.000","13.600","0.940","1007.400","","0.000","-99.000","-99.000","-99.000","23.200","","10.400",""
"C0T9F0","2020-02-21 00:00:00","251.000","282.000","0.500","16.700","0.800","999.200","","0.000","-99.000","-99.000","-99.000","22.200","","14.100",""
"C0R350","2020-02-21 00:00:00","35.000","54.000","5.700","22.000","0.670","1021.500","","0.000","-99.000","-99.000","-99.000","23.700","","17.300",""
"C0K550","2020-02-21 00:00:00","15.000","348.000","0.800","16.500","0.920","1024.400","","0.000","-99.000","-99.000","-99.000","22.200","","13.900",""
"C0C670","2020-02-21 00:00:00","250.000","0.000","0.000","14.800","0.920","997.100","","0.000","-99.000","-99.000","-99.000","20.900","","11.600",""
"C0A980","2020-02-21 00:00:00","11.000","121.000","1.800","19.100","0.720","1026.000","","0.000","-99.000","-99.000","-99.000","23.100","","13.200",""
"C0UA60","2020-02-21 00:00:00","566.000","245.000","1.500","13.700","0.930","962.300","","15.000","-99.000","-99.000","-99.000","18.500","","11.000",""
"C0V720","2020-02-21 00:00:00","15.000","50.000","1.000","19.400","0.830","1024.000","","0.000","-99.000","-99.000","-99.000","24.600","","16.300",""
"C0C480","2020-02-21 00:00:00","105.000","114.000","1.300","17.400","0.810","1013.500","","0.000","-99.000","-99.000","-99.000","24.200","","13.000",""
"C0S900","2020-02-21 00:00:00","27.000","12.000","1.100","21.700","0.680","1024.400","","0.000","-99.000","-99.000","-99.000","23.700","","18.500",""
"C0SA00","2020-02-21 00:00:00","466.000","17.000","1.200","15.900","0.790","973.800","","0.000","-99.000","-99.000","-99.000","21.000","","11.600",""
"C0V730","2020-02-21 00:00:00","33.000","357.000","1.300","18.700","0.960","1022.400","","0.000","-99.000","-99.000","-99.000","25.400","","15.200",""
"C0G730","2020-02-21 00:00:00","27.000","49.000","1.000","15.700","0.980","1023.500","","0.000","-99.000","-99.000","-99.000","20.900","","13.400",""
"C0Z300","2020-02-21 00:00:00","182.000","0.000","0.000","16.400","0.990","1008.700","","0.000","-99.000","-99.000","-99.000","21.100","","14.400",""
"C0H9A0","2020-02-21 00:00:00","1595.000","240.000","0.400","7.900","0.970","854.000","","0.000","-99.000","-99.000","-99.000","17.500","","6.200",""
"C0S840","2020-02-21 00:00:00","22.000","50.000","4.300","21.700","0.710","1026.200","","0.000","9.400","44.000","","23.200","","15.300",""
"C0Z150","2020-02-21 00:00:00","27.000","224.000","2.600","17.700","0.930","1025.700","","0.500","-99.000","-99.000","-99.000","22.100","","14.000",""
"C0W170","2020-02-21 00:00:00","42.000","13.000","7.000","12.000","0.870","1024.500","","0.000","13.000","25.000","","13.500","","10.900",""
"C0E540","2020-02-21 00:00:00","32.000","196.000","0.700","13.400","0.950","1022.400","","0.000","-99.000","-99.000","-99.000","21.400","","11.900",""
"C0D660","2020-02-21 00:00:00","65.000","94.000","1.000","16.300","0.860","1018.400","","0.000","-99.000","-99.000","-99.000","20.800","","13.200",""
"C0U650","2020-02-21 00:00:00","442.000","278.000","1.000","14.400","0.950","976.800","","0.000","-99.000","-99.000","-99.000","20.200","","12.300",""
"C0G810","2020-02-21 00:00:00","26.000","351.000","0.800","17.200","0.900","1022.400","","0.000","-99.000","-99.000","-99.000","23.200","","14.600",""
"C0F9Z0","2020-02-21 00:00:00","3193.000","46.000","2.100","2.500","0.250","700.500","","0.000","-99.000","-99.000","-99.000","10.400","","-0.300",""
"C0M410","2020-02-21 00:00:00","245.000","343.000","1.100","14.900","0.910","993.500","","0.000","-99.000","-99.000","-99.000","26.100","","11.000",""
"C0I410","2020-02-21 00:00:00","180.000","175.000","0.600","15.600","0.920","1004.200","","0.000","-99.000","-99.000","-99.000","23.700","","11.300",""
"C0R840","2020-02-21 00:00:00","536.000","45.000","8.000","15.900","-99.000","963.800","","0.000","-99.000","-99.000","-99.000","18.500","","13.500",""
"C0K250","2020-02-21 00:00:00","12.000","239.000","0.500","14.600","0.980","1024.700","","0.000","-99.000","-99.000","-99.000","23.100","","12.800",""
"C0AH80","2020-02-21 00:00:00","68.000","83.000","2.000","16.300","0.930","1018.100","","0.000","-99.000","-99.000","-99.000","21.300","","11.200",""
"C0S920","2020-02-21 00:00:00","98.000","0.000","0.100","16.500","0.890","1011.500","","0.000","-99.000","-99.000","-99.000","22.700","","14.300",""
"C0S830","2020-02-21 00:00:00","288.000","337.000","1.000","18.300","0.740","996.500","","0.500","-99.000","-99.000","-99.000","20.300","","15.200",""
"C0V800","2020-02-21 00:00:00","256.000","0.000","0.000","18.000","0.890","994.100","","0.000","-99.000","-99.000","-99.000","24.700","","14.000",""
"C0K410","2020-02-21 00:00:00","20.000","316.000","0.900","16.600","0.910","1022.600","","0.000","-99.000","-99.000","-99.000","21.900","","14.200",""
"C0F000","2020-02-21 00:00:00","273.000","2.000","1.000","15.200","1.000","991.800","","0.000","-99.000","-99.000","-99.000","19.700","","12.800",""
"C0W150","2020-02-21 00:00:00","42.000","51.000","4.400","15.400","0.600","1024.100","","0.000","-99.000","-99.000","-99.000","19.400","","12.200",""
"C0AH90","2020-02-21 00:00:00","660.000","0.000","0.000","12.500","0.990","954.300","","1.000","-99.000","-99.000","-99.000","17.100","","4.900",""
"C0F9K0","2020-02-21 00:00:00","30.000","40.000","1.200","16.100","0.910","1020.900","","0.000","-99.000","-99.000","-99.000","19.600","","14.200",""
"C0H990","2020-02-21 00:00:00","3076.000","235.000","2.900","0.500","0.780","710.600","","0.000","-99.000","-99.000","-99.000","7.600","","-0.700",""
"C0V260","2020-02-21 00:00:00","126.000","81.000","0.600","15.700","0.980","1010.900","","0.000","-99.000","-99.000","-99.000","26.200","","12.100",""
"C0S970","2020-02-21 00:00:00","19.000","49.000","2.000","21.200","0.620","1024.700","","0.000","-99.000","-99.000","-99.000","22.400","","17.200",""
"C0U940","2020-02-21 00:00:00","25.000","264.000","0.800","16.700","0.990","1025.700","","0.000","-99.000","-99.000","-99.000","21.900","","13.000",""
"C0A860","2020-02-21 00:00:00","362.000","44.000","1.200","14.600","0.990","984.900","","9.500","-99.000","-99.000","-99.000","19.000","","11.500",""
"C0I480","2020-02-21 00:00:00","2165.000","0.000","0.000","4.800","0.860","795.400","","0.000","-99.000","-99.000","-99.000","13.700","","2.500",""
"C0G910","2020-02-21 00:00:00","42.000","0.000","0.000","16.300","0.950","1021.600","","0.000","-99.000","-99.000","-99.000","21.700","","13.800",""
"C0X080","2020-02-21 00:00:00","2.000","45.000","1.000","15.800","0.990","1025.400","","0.000","-99.000","-99.000","-99.000","24.800","","12.700",""
"C0AH00","2020-02-21 00:00:00","38.000","109.000","1.000","16.700","1.000","1022.300","","0.500","-99.000","-99.000","-99.000","20.300","","12.400",""
"C0V700","2020-02-21 00:00:00","24.000","17.000","2.000","19.400","0.790","1022.000","","0.000","-99.000","-99.000","-99.000","24.600","","16.200",""
"C0AD00","2020-02-21 00:00:00","86.000","91.000","1.100","17.400","0.930","1017.200","","4.500","-99.000","-99.000","-99.000","18.700","","14.500",""
"C0R570","2020-02-21 00:00:00","37.000","348.000","1.000","18.000","0.870","1020.000","","0.000","-99.000","-99.000","-99.000","25.300","","14.900",""
"C0AG90","2020-02-21 00:00:00","25.000","92.000","1.100","18.300","0.840","1023.800","","0.000","-99.000","-99.000","-99.000","22.300","","13.300",""
"C0V760","2020-02-21 00:00:00","30.000","53.000","0.900","18.400","0.960","1022.500","","0.000","-99.000","-99.000","-99.000","25.200","","14.400",""
"C0C590","2020-02-21 00:00:00","72.000","34.000","1.700","16.700","0.910","1016.900","","0.000","-99.000","-99.000","-99.000","19.500","","11.400",""
"C0M790","2020-02-21 00:00:00","15.000","0.000","0.000","16.700","0.900","1023.000","","0.000","-99.000","-99.000","-99.000","22.700","","14.000",""
"C0R130","2020-02-21 00:00:00","1040.000","64.000","2.900","14.000","0.640","906.400","","0.000","-99.000","-99.000","-99.000","19.000","","10.400",""
"C0AH30","2020-02-21 00:00:00","755.000","130.000","6.100","14.500","1.000","940.500","","2.000","-99.000","-99.000","-99.000","17.400","","12.500",""
"C0X170","2020-02-21 00:00:00","50.000","47.000","0.800","16.800","0.990","1019.300","","0.000","-99.000","-99.000","-99.000","25.400","","13.200",""
"C0K291","2020-02-21 00:00:00","8.000","7.000","1.900","17.300","0.940","1025.200","","0.000","-99.000","-99.000","-99.000","21.200","","14.100",""
"C0D480","2020-02-21 00:00:00","223.000","0.000","0.000","14.100","0.970","998.900","","0.000","-99.000","-99.000","-99.000","23.000","","10.100",""
"C0F0C0","2020-02-21 00:00:00","983.000","0.000","0.000","12.200","0.990","913.900","","0.000","-99.000","-99.000","-99.000","19.200","","10.000",""
"C0U860","2020-02-21 00:00:00","5.000","243.000","1.000","17.800","0.880","1027.400","","0.000","-99.000","-99.000","-99.000","21.600","","14.000",""
"C0UA50","2020-02-21 00:00:00","808.000","152.000","2.700","12.700","0.920","935.000","","3.000","8.900","125.000","","16.500","","10.500",""
"C0X320","2020-02-21 00:00:00","30.000","157.000","0.500","15.200","0.940","1021.600","","0.000","-99.000","-99.000","-99.000","24.900","","12.400",""
"C0T960","2020-02-21 00:00:00","120.000","0.000","0.200","16.100","0.990","1013.900","","0.000","-99.000","-99.000","-99.000","22.200","","11.400",""
"C0SA80","2020-02-21 00:00:00","136.000","258.000","1.000","16.600","0.850","1011.600","","0.000","-99.000","-99.000","-99.000","21.800","","13.400",""
"C0E780","2020-02-21 00:00:00","160.000","0.000","0.000","13.800","0.980","1006.900","","0.000","-99.000","-99.000","-99.000","22.300","","12.200",""
"C0F9Q0","2020-02-21 00:00:00","149.000","242.000","0.700","15.300","1.000","1007.400","","0.000","-99.000","-99.000","-99.000","22.500","","12.900",""
"C0F9X0","2020-02-21 00:00:00","166.000","351.000","2.200","15.700","0.980","1005.900","","0.000","-99.000","-99.000","-99.000","21.000","","13.800",""
"C0F0D0","2020-02-21 00:00:00","3171.000","152.000","3.000","1.100","0.350","702.300","","0.000","-99.000","-99.000","-99.000","9.600","","-1.500",""
"C0S730","2020-02-21 00:00:00","110.000","48.000","5.400","20.100","0.700","1014.700","","0.000","-99.000","-99.000","-99.000","22.000","","17.700",""
"C0T790","2020-02-21 00:00:00","2830.000","328.000","1.500","2.100","1.000","732.200","","0.000","-99.000","-99.000","-99.000","13.700","","1.600",""
"C0M830","2020-02-21 00:00:00","540.000","0.000","0.000","15.000","0.880","964.600","","0.000","-99.000","-99.000","-99.000","22.300","","10.300",""
"C0V750","2020-02-21 00:00:00","50.000","19.000","1.100","18.500","0.860","1020.900","","0.000","-99.000","-99.000","-99.000","24.500","","14.700",""
"C0K450","2020-02-21 00:00:00","35.000","270.000","0.500","16.600","0.900","1021.000","","0.000","-99.000","-99.000","-99.000","22.100","","13.500",""
"C0E820","2020-02-21 00:00:00","220.000","191.000","0.400","12.100","0.940","1000.300","","0.000","-99.000","-99.000","-99.000","21.900","","9.300",""
"C0A530","2020-02-21 00:00:00","300.000","0.000","0.200","16.900","0.930","991.900","","0.000","-99.000","-99.000","-99.000","21.200","","9.900",""
"C0M520","2020-02-21 00:00:00","15.000","26.000","0.800","16.400","0.930","1023.700","","0.000","-99.000","-99.000","-99.000","22.600","","13.300",""
"C0K240","2020-02-21 00:00:00","1132.000","283.000","1.100","12.200","0.990","901.400","","0.000","-99.000","-99.000","-99.000","18.700","","9.200",""
"C0V210","2020-02-21 00:00:00","734.000","53.000","0.800","12.300","0.890","943.000","","0.000","-99.000","-99.000","-99.000","22.800","","8.800",""
