"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F000","2020-02-21 10:00:00","273.000","359.000","2.900","17.500","1.000","994.100","","0.000","-99.000","-99.000","-99.000","17.800","","14.600",""
"C0K410","2020-02-21 10:00:00","20.000","9.000","2.600","19.200","0.800","1024.800","","0.000","-99.000","-99.000","-99.000","19.300","","14.700",""
"C0R140","2020-02-21 10:00:00","740.000","357.000","0.800","17.200","0.690","945.500","","0.000","-99.000","-99.000","-99.000","17.200","","12.400",""
"C0V800","2020-02-21 10:00:00","256.000","117.000","0.900","21.700","0.590","996.000","","0.000","-99.000","-99.000","-99.000","21.700","","14.700",""
"C0S830","2020-02-21 10:00:00","288.000","263.000","0.700","20.400","0.740","998.200","","0.000","-99.000","-99.000","-99.000","20.600","","17.100",""
"C0S920","2020-02-21 10:00:00","98.000","133.000","2.800","23.200","0.570","1012.900","","0.000","8.300","139.000","","23.600","","15.900",""
"C0V640","2020-02-21 10:00:00","35.000","15.000","1.700","20.500","0.790","1024.100","","0.000","-99.000","-99.000","-99.000","20.500","","15.800",""
"C0AH80","2020-02-21 10:00:00","68.000","84.000","2.900","22.600","0.620","1018.800","","0.000","9.300","52.000","","22.600","","15.400",""
"C0K250","2020-02-21 10:00:00","12.000","6.000","1.600","20.100","0.820","1027.000","","0.000","-99.000","-99.000","-99.000","21.700","","12.500",""
"C0R840","2020-02-21 10:00:00","536.000","49.000","5.100","19.900","-99.000","966.400","","0.000","-99.000","-99.000","-99.000","19.900","","15.400",""
"C0K510","2020-02-21 10:00:00","10.000","9.000","1.900","19.900","0.790","1026.200","","0.000","-99.000","-99.000","-99.000","19.900","","14.700",""
"C0K530","2020-02-21 10:00:00","12.000","28.000","4.000","19.800","0.790","1026.900","","0.000","-99.000","-99.000","-99.000","19.800","","15.600",""
"C0M780","2020-02-21 10:00:00","30.000","64.000","1.200","19.400","0.780","1024.900","","0.000","-99.000","-99.000","-99.000","19.400","","14.700",""
"C0V360","2020-02-21 10:00:00","94.000","335.000","1.000","23.100","0.600","1016.500","","0.000","-99.000","-99.000","-99.000","23.100","","12.100",""
"C0I410","2020-02-21 10:00:00","180.000","84.000","0.400","20.100","0.690","1006.400","","0.000","-99.000","-99.000","-99.000","20.200","","13.500",""
"C0M410","2020-02-21 10:00:00","245.000","147.000","1.400","22.500","0.520","995.100","","0.000","-99.000","-99.000","-99.000","22.500","","12.700",""
"C0F9Z0","2020-02-21 10:00:00","3193.000","183.000","1.200","5.800","0.580","702.300","","0.000","-99.000","-99.000","-99.000","6.500","","1.600",""
"C0U650","2020-02-21 10:00:00","442.000","95.000","1.400","21.000","0.640","978.100","","0.000","-99.000","-99.000","-99.000","21.000","","13.900",""
"C0D660","2020-02-21 10:00:00","65.000","312.000","1.800","18.900","0.820","1020.500","","0.000","-99.000","-99.000","-99.000","19.000","","14.800",""
"C0E540","2020-02-21 10:00:00","32.000","42.000","2.500","18.400","0.870","1025.000","","0.000","-99.000","-99.000","-99.000","18.400","","12.500",""
"C0W170","2020-02-21 10:00:00","42.000","7.000","5.100","11.900","0.800","1024.700","","0.000","-99.000","-99.000","-99.000","12.300","","11.500",""
"C0Z150","2020-02-21 10:00:00","27.000","202.000","3.100","20.200","0.720","1027.500","","0.000","-99.000","-99.000","-99.000","20.200","","15.800",""
"C0S840","2020-02-21 10:00:00","22.000","51.000","4.400","24.200","0.660","1028.200","","0.500","-99.000","-99.000","-99.000","24.200","","19.600",""
"C0H9A0","2020-02-21 10:00:00","1595.000","105.000","1.400","18.900","0.460","855.900","","0.000","-99.000","-99.000","-99.000","18.900","","6.700",""
"C0Z300","2020-02-21 10:00:00","182.000","350.000","1.300","19.000","0.880","1010.400","","0.000","-99.000","-99.000","-99.000","19.000","","13.500",""
"C0G730","2020-02-21 10:00:00","27.000","14.000","3.200","19.700","0.870","1025.800","","0.000","-99.000","-99.000","-99.000","19.700","","14.400",""
"C0SA00","2020-02-21 10:00:00","466.000","130.000","2.900","21.900","0.670","975.300","","0.000","-99.000","-99.000","-99.000","21.900","","14.000",""
"C0S900","2020-02-21 10:00:00","27.000","105.000","4.400","23.600","0.640","1026.300","","0.000","-99.000","-99.000","-99.000","23.600","","21.000",""
"C0C480","2020-02-21 10:00:00","105.000","263.000","0.600","21.000","0.670","1015.200","","0.000","-99.000","-99.000","-99.000","21.000","","14.600",""
"C0V720","2020-02-21 10:00:00","15.000","58.000","1.300","23.500","0.560","1026.100","","0.000","-99.000","-99.000","-99.000","23.500","","17.300",""
"C0UA60","2020-02-21 10:00:00","566.000","181.000","4.300","17.200","0.820","963.500","","1.000","11.400","181.000","","19.100","","13.400",""
"C0A980","2020-02-21 10:00:00","11.000","114.000","2.300","23.600","0.540","1027.000","","0.000","-99.000","-99.000","-99.000","23.700","","17.600",""
"C0K550","2020-02-21 10:00:00","15.000","359.000","2.100","19.700","0.780","1026.700","","0.000","-99.000","-99.000","-99.000","19.900","","14.700",""
"C0R350","2020-02-21 10:00:00","35.000","61.000","5.900","24.400","0.650","1023.600","","0.000","12.200","55.000","","24.500","","20.500",""
"C0T9F0","2020-02-21 10:00:00","251.000","0.000","0.000","19.400","0.780","1001.100","","0.000","-99.000","-99.000","-99.000","19.700","","16.000",""
"C0D390","2020-02-21 10:00:00","146.000","0.000","0.000","18.800","0.750","1009.400","","0.000","-99.000","-99.000","-99.000","18.800","","11.100",""
"C0E430","2020-02-21 10:00:00","258.000","359.000","0.400","18.400","0.820","1001.300","","0.000","-99.000","-99.000","-99.000","18.400","","12.500",""
"CM0010","2020-02-21 10:00:00","68.000","16.000","0.600","22.400","0.580","1020.100","","0.000","-99.000","-99.000","-99.000","22.400","","15.800",""
"C0K500","2020-02-21 10:00:00","12.000","12.000","2.600","19.700","0.820","1025.600","","0.000","-99.000","-99.000","-99.000","19.700","","14.300",""
"C0X260","2020-02-21 10:00:00","39.000","4.000","1.300","18.200","0.970","1024.000","","0.000","-99.000","-99.000","-99.000","18.200","","15.100",""
"C0ACA0","2020-02-21 10:00:00","25.000","26.000","0.600","22.800","0.630","1023.400","","0.000","-99.000","-99.000","-99.000","22.800","","16.400",""
"C0X180","2020-02-21 10:00:00","62.000","337.000","1.500","17.500","0.990","1020.500","","0.000","-99.000","-99.000","-99.000","17.500","","14.200",""
"C0F930","2020-02-21 10:00:00","100.000","342.000","0.800","19.200","0.850","1015.900","","0.000","-99.000","-99.000","-99.000","19.200","","14.400",""
"C0I010","2020-02-21 10:00:00","1562.000","141.000","1.500","16.300","0.520","858.300","","0.000","-99.000","-99.000","-99.000","16.300","","9.300",""
"C0R190","2020-02-21 10:00:00","32.000","350.000","1.200","22.800","0.590","1023.400","","0.000","-99.000","-99.000","-99.000","22.800","","12.800",""
"C0E420","2020-02-21 10:00:00","19.000","22.000","1.400","18.600","0.820","1024.100","","0.000","-99.000","-99.000","-99.000","18.800","","12.900",""
"C0W160","2020-02-21 10:00:00","49.000","40.000","12.000","14.300","0.710","1020.800","","0.000","-99.000","-99.000","-99.000","14.300","","12.900",""
"C0I460","2020-02-21 10:00:00","110.000","53.000","1.700","19.700","0.770","1015.100","","0.000","-99.000","-99.000","-99.000","19.700","","14.200",""
"C0A9F0","2020-02-21 10:00:00","35.000","112.000","2.000","23.200","0.610","1024.100","","0.000","-99.000","-99.000","-99.000","23.300","","18.500",""
"C0M530","2020-02-21 10:00:00","1385.000","204.000","1.000","15.800","0.660","879.200","","0.000","-99.000","-99.000","-99.000","16.200","","8.200",""
"C0R170","2020-02-21 10:00:00","26.000","19.000","0.400","23.500","0.550","1025.000","","0.000","-99.000","-99.000","-99.000","23.500","","14.900",""
"C0I420","2020-02-21 10:00:00","305.000","212.000","0.700","20.500","0.620","991.800","","0.000","-99.000","-99.000","-99.000","20.500","","12.800",""
"C0A640","2020-02-21 10:00:00","241.000","251.000","1.900","20.800","0.640","1001.600","","0.000","-99.000","-99.000","-99.000","20.800","","16.300",""
"C0A930","2020-02-21 10:00:00","216.000","119.000","1.900","20.500","0.800","1001.400","","0.500","-99.000","-99.000","-99.000","20.500","","15.500",""
"C0F9M0","2020-02-21 10:00:00","230.000","306.000","0.800","18.700","0.840","1000.700","","0.000","-99.000","-99.000","-99.000","18.700","","14.800",""
"C0AC40","2020-02-21 10:00:00","1079.000","106.000","2.100","13.000","0.990","904.500","","0.000","11.500","141.000","","13.000","","10.200",""
"C0AI00","2020-02-21 10:00:00","188.000","66.000","0.800","24.500","0.660","1006.500","","0.000","-99.000","-99.000","-99.000","24.500","","16.100",""
"C0T9M0","2020-02-21 10:00:00","92.000","313.000","1.300","19.100","0.890","1021.300","","0.500","-99.000","-99.000","-99.000","19.100","","16.500",""
"C0S960","2020-02-21 10:00:00","32.000","35.000","5.100","23.300","0.610","1025.400","","0.000","-99.000","-99.000","-99.000","23.400","","18.900",""
"C0K430","2020-02-21 10:00:00","30.000","349.000","1.500","19.700","0.850","1025.600","","0.000","-99.000","-99.000","-99.000","19.700","","14.300",""
"C0Z170","2020-02-21 10:00:00","199.000","74.000","2.900","20.500","0.680","1008.500","","0.000","-99.000","-99.000","-99.000","20.500","","14.200",""
"C0Z100","2020-02-21 10:00:00","36.000","232.000","1.700","20.600","0.680","1027.500","","0.000","-99.000","-99.000","-99.000","20.600","","14.700",""
"C0U710","2020-02-21 10:00:00","1942.000","134.000","1.400","8.900","0.820","817.500","","0.500","-99.000","-99.000","-99.000","9.000","","5.500",""
"C0SA30","2020-02-21 10:00:00","92.000","353.000","2.900","17.800","0.880","1020.700","","0.000","-99.000","-99.000","-99.000","21.400","","17.800",""
"C0V500","2020-02-21 10:00:00","6.000","11.000","1.100","22.600","0.630","1025.500","","0.000","-99.000","-99.000","-99.000","22.600","","18.500",""
"CM0160","2020-02-21 10:00:00","159.000","353.000","1.200","19.700","0.710","1010.600","","0.000","-99.000","-99.000","-99.000","20.100","","13.000",""
"C0V350","2020-02-21 10:00:00","36.000","75.000","1.200","24.400","0.600","1024.800","","0.000","-99.000","-99.000","-99.000","24.400","","13.800",""
"C0W120","2020-02-21 10:00:00","58.000","-99.000","-99.000","18.000","0.810","1022.300","","0.000","-99.000","-99.000","-99.000","18.100","","17.100",""
"C0R470","2020-02-21 10:00:00","103.000","148.000","0.800","23.100","0.530","1016.200","","0.000","-99.000","-99.000","-99.000","23.100","","15.200",""
"C0M770","2020-02-21 10:00:00","164.000","336.000","1.200","19.000","0.780","1008.200","","0.000","-99.000","-99.000","-99.000","19.000","","14.400",""
"C0S930","2020-02-21 10:00:00","248.000","118.000","1.600","21.000","0.610","1001.500","","0.000","-99.000","-99.000","-99.000","21.600","","15.400",""
"C0F9Y0","2020-02-21 10:00:00","3313.000","248.000","1.300","7.300","0.470","692.200","","0.000","-99.000","-99.000","-99.000","7.300","","1.300",""
"C0E790","2020-02-21 10:00:00","344.000","340.000","1.000","19.300","0.780","987.000","","0.000","-99.000","-99.000","-99.000","19.300","","13.600",""
"C0O810","2020-02-21 10:00:00","161.000","149.000","1.300","22.300","0.790","1010.000","","0.000","-99.000","-99.000","-99.000","22.300","","13.500",""
"C0R520","2020-02-21 10:00:00","18.000","4.000","2.400","21.800","0.710","1025.900","","0.000","-99.000","-99.000","-99.000","21.800","","15.800",""
"C0G880","2020-02-21 10:00:00","92.000","210.000","1.200","20.400","0.810","1016.900","","0.000","-99.000","-99.000","-99.000","20.400","","15.300",""
"C0U950","2020-02-21 10:00:00","1012.000","129.000","12.300","12.500","1.000","914.600","","1.500","-99.000","-99.000","-99.000","12.700","","10.900",""
"C0O860","2020-02-21 10:00:00","38.000","332.000","1.100","18.400","0.990","1023.000","","0.000","-99.000","-99.000","-99.000","18.400","","14.800",""
"C0R320","2020-02-21 10:00:00","7.000","68.000","9.000","24.500","0.600","1026.600","","0.000","14.100","78.000","","24.500","","20.300",""
"C0S980","2020-02-21 10:00:00","901.000","25.000","0.900","16.400","0.860","927.200","","0.000","-99.000","-99.000","-99.000","16.800","","12.500",""
"C0X110","2020-02-21 10:00:00","20.000","35.000","2.300","21.000","0.720","1026.000","","0.000","-99.000","-99.000","-99.000","21.000","","17.000",""
"C0V310","2020-02-21 10:00:00","46.000","206.000","1.500","22.400","0.530","1021.500","","0.000","-99.000","-99.000","-99.000","22.400","","14.800",""
"C0G620","2020-02-21 10:00:00","110.000","43.000","1.400","21.400","0.740","1014.500","","0.000","-99.000","-99.000","-99.000","21.400","","13.500",""
"C0AD50","2020-02-21 10:00:00","84.000","217.000","2.200","20.200","0.860","1018.400","","0.000","-99.000","-99.000","-99.000","20.200","","14.100",""
"C0A9A0","2020-02-21 10:00:00","24.000","58.000","2.600","23.100","0.640","1024.700","","0.000","7.700","99.000","","23.100","","18.500",""
"C0O830","2020-02-21 10:00:00","127.000","278.000","0.800","21.500","0.750","1013.500","","0.000","-99.000","-99.000","-99.000","21.500","","13.200",""
"C0S760","2020-02-21 10:00:00","1621.000","159.000","1.400","11.300","0.920","851.000","","0.000","-99.000","-99.000","-99.000","12.600","","7.000",""
"C0X160","2020-02-21 10:00:00","26.000","24.000","1.800","20.700","0.890","1025.400","","0.000","-99.000","-99.000","-99.000","20.700","","16.200",""
"C0F970","2020-02-21 10:00:00","145.000","315.000","1.300","20.200","0.680","1009.800","","0.000","-99.000","-99.000","-99.000","20.200","","15.500",""
"C0R440","2020-02-21 10:00:00","1654.000","53.000","7.200","9.100","1.000","844.300","","0.000","16.300","28.000","","9.100","","7.200",""
"C0M690","2020-02-21 10:00:00","33.000","41.000","2.300","18.700","0.860","1023.300","","0.000","-99.000","-99.000","-99.000","18.700","","14.500",""
"C0V690","2020-02-21 10:00:00","30.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z210","2020-02-21 10:00:00","126.000","5.000","0.600","20.300","0.670","1016.800","","0.000","-99.000","-99.000","-99.000","20.300","","13.000",""
"C0U770","2020-02-21 10:00:00","5.000","166.000","3.500","21.400","0.670","1029.300","","1.500","-99.000","-99.000","-99.000","21.400","","16.200",""
"C0Z080","2020-02-21 10:00:00","298.000","28.000","0.800","21.000","0.720","995.500","","0.000","-99.000","-99.000","-99.000","21.300","","13.300",""
"C0G640","2020-02-21 10:00:00","17.000","353.000","3.100","20.600","0.780","1028.700","","0.000","-99.000","-99.000","-99.000","20.600","","15.000",""
"C0X200","2020-02-21 10:00:00","61.000","280.000","2.000","18.500","0.910","1020.600","","0.000","-99.000","-99.000","-99.000","18.500","","12.400",""
"C0U900","2020-02-21 10:00:00","63.000","59.000","1.700","21.400","0.660","1022.900","","0.000","-99.000","-99.000","-99.000","21.400","","15.400",""
"C0Z230","2020-02-21 10:00:00","31.000","252.000","1.400","20.700","0.610","1027.000","","1.000","-99.000","-99.000","-99.000","20.700","","16.900",""
"C0F9O0","2020-02-21 10:00:00","175.000","295.000","0.500","19.900","0.800","1007.100","","0.000","-99.000","-99.000","-99.000","20.200","","15.400",""
"C0C540","2020-02-21 10:00:00","46.000","34.000","1.200","20.600","0.780","1022.500","","0.000","-99.000","-99.000","-99.000","20.600","","14.200",""
"C0G770","2020-02-21 10:00:00","15.000","12.000","1.800","20.700","0.760","1026.200","","0.000","-99.000","-99.000","-99.000","20.700","","16.500",""
"C0V670","2020-02-21 10:00:00","20.000","356.000","3.100","21.000","0.680","1025.400","","0.000","-99.000","-99.000","-99.000","21.000","","16.900",""
"C0A870","2020-02-21 10:00:00","685.000","125.000","6.000","17.600","0.890","947.300","","0.000","-99.000","-99.000","-99.000","17.900","","13.200",""
"C0R220","2020-02-21 10:00:00","23.000","272.000","0.900","22.500","0.640","1025.300","","0.000","-99.000","-99.000","-99.000","22.500","","15.400",""
"C0Z220","2020-02-21 10:00:00","589.000","262.000","0.400","17.100","0.750","963.300","","0.000","-99.000","-99.000","-99.000","17.600","","13.000",""
"C0D560","2020-02-21 10:00:00","147.000","297.000","0.700","19.000","0.760","1011.300","","0.000","-99.000","-99.000","-99.000","19.000","","13.200",""
"C0I380","2020-02-21 10:00:00","258.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0H960","2020-02-21 10:00:00","120.000","225.000","0.800","19.600","0.800","1012.600","","0.000","-99.000","-99.000","-99.000","19.700","","14.400",""
"C0X280","2020-02-21 10:00:00","22.000","38.000","4.100","19.800","0.760","1025.800","","0.000","-99.000","-99.000","-99.000","19.800","","15.400",""
"C0AH40","2020-02-21 10:00:00","426.000","160.000","0.500","20.500","0.780","977.300","","0.000","-99.000","-99.000","-99.000","20.500","","16.400",""
"C0T9A0","2020-02-21 10:00:00","498.000","181.000","1.300","16.300","0.990","972.800","","0.000","-99.000","-99.000","-99.000","17.400","","14.300",""
"C0K390","2020-02-21 10:00:00","31.000","30.000","2.400","19.800","0.780","1024.400","","0.000","-99.000","-99.000","-99.000","19.800","","14.300",""
"C0I540","2020-02-21 10:00:00","3344.000","-99.000","-99.000","2.500","0.330","688.900","","-99.000","-99.000","-99.000","-99.000","2.500","","-1.700",""
"C0G890","2020-02-21 10:00:00","24.000","13.000","4.700","19.500","0.900","1024.900","","0.000","-99.000","-99.000","-99.000","19.500","","16.200",""
"C0G720","2020-02-21 10:00:00","50.000","34.000","0.800","20.200","0.740","1021.700","","0.000","-99.000","-99.000","-99.000","20.200","","14.800",""
"C0UA40","2020-02-21 10:00:00","1121.000","213.000","3.500","13.200","0.870","902.000","","0.000","15.100","225.000","","14.800","","10.400",""
"C0V400","2020-02-21 10:00:00","56.000","2.000","1.400","20.900","0.770","1020.800","","0.000","-99.000","-99.000","-99.000","20.900","","15.100",""
"C0X130","2020-02-21 10:00:00","27.000","359.000","1.800","18.800","0.890","1024.600","","0.000","-99.000","-99.000","-99.000","18.800","","16.200",""
"C0A520","2020-02-21 10:00:00","48.000","168.000","0.400","21.100","0.670","1022.100","","0.000","-99.000","-99.000","-99.000","21.100","","14.300",""
"C0U870","2020-02-21 10:00:00","474.000","99.000","2.600","19.700","0.690","974.900","","0.000","-99.000","-99.000","-99.000","19.700","","14.200",""
"C0S690","2020-02-21 10:00:00","522.000","24.000","2.800","23.400","0.620","969.600","","0.000","-99.000","-99.000","-99.000","23.400","","15.800",""
"C0R150","2020-02-21 10:00:00","105.000","333.000","0.800","23.900","0.490","1013.900","","0.000","-99.000","-99.000","-99.000","23.900","","15.800",""
"C0K560","2020-02-21 10:00:00","117.000","325.000","0.700","20.000","0.750","1014.900","","0.000","-99.000","-99.000","-99.000","20.000","","14.100",""
"C0X100","2020-02-21 10:00:00","10.000","10.000","2.500","19.700","0.880","1025.300","","0.000","-99.000","-99.000","-99.000","19.700","","16.400",""
"C0K460","2020-02-21 10:00:00","60.000","6.000","2.200","18.800","0.800","1020.100","","0.000","-99.000","-99.000","-99.000","18.800","","15.400",""
"C0M740","2020-02-21 10:00:00","15.000","5.000","1.900","19.500","0.800","1025.600","","0.000","-99.000","-99.000","-99.000","19.500","","14.100",""
"C0SA10","2020-02-21 10:00:00","411.000","65.000","0.800","19.800","0.710","982.900","","0.000","-99.000","-99.000","-99.000","22.000","","15.000",""
"C0C660","2020-02-21 10:00:00","176.000","320.000","1.100","18.700","0.780","1007.600","","0.000","-99.000","-99.000","-99.000","19.100","","13.900",""
"C0R620","2020-02-21 10:00:00","34.000","41.000","3.700","23.300","0.740","1024.600","","0.000","9.900","22.000","","23.500","","21.600",""
"C0R700","2020-02-21 10:00:00","19.000","350.000","2.000","23.200","0.570","1025.700","","0.000","-99.000","-99.000","-99.000","24.000","","17.200",""
"C0F0B0","2020-02-21 10:00:00","311.000","295.000","1.600","19.300","0.730","991.400","","0.000","-99.000","-99.000","-99.000","19.300","","13.200",""
"C0O970","2020-02-21 10:00:00","71.000","333.000","1.000","19.700","0.830","1020.300","","0.000","-99.000","-99.000","-99.000","19.700","","14.300",""
"C0F9P0","2020-02-21 10:00:00","26.000","32.000","2.800","19.100","0.860","1025.900","","0.000","-99.000","-99.000","-99.000","19.100","","15.600",""
"C0R560","2020-02-21 10:00:00","22.000","326.000","1.500","21.400","0.670","1025.800","","0.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0X220","2020-02-21 10:00:00","26.000","31.000","2.600","19.500","0.740","1025.000","","0.000","-99.000","-99.000","-99.000","19.500","","14.700",""
"C0M680","2020-02-21 10:00:00","37.000","36.000","1.600","19.500","0.800","1025.400","","0.000","-99.000","-99.000","-99.000","19.500","","14.700",""
"C0S710","2020-02-21 10:00:00","382.000","42.000","1.900","18.800","0.680","987.000","","0.000","-99.000","-99.000","-99.000","18.800","","13.800",""
"C0F9T0","2020-02-21 10:00:00","111.000","316.000","1.700","19.300","0.780","1014.100","","0.000","-99.000","-99.000","-99.000","19.300","","15.500",""
"C0F9N0","2020-02-21 10:00:00","75.000","303.000","0.700","21.500","0.680","1018.900","","0.000","-99.000","-99.000","-99.000","21.500","","16.100",""
"C0G740","2020-02-21 10:00:00","24.000","353.000","2.700","19.700","0.810","1025.700","","0.000","-99.000","-99.000","-99.000","19.700","","15.700",""
"C0UA70","2020-02-21 10:00:00","547.000","165.000","2.400","16.200","0.990","965.900","","1.500","-99.000","-99.000","-99.000","16.200","","13.600",""
"C0AC60","2020-02-21 10:00:00","55.000","235.000","1.700","20.200","0.680","1021.300","","0.000","-99.000","-99.000","-99.000","20.200","","13.500",""
"C0R510","2020-02-21 10:00:00","31.000","16.000","1.100","22.700","0.560","1024.600","","0.000","-99.000","-99.000","-99.000","22.700","","16.400",""
"C0X060","2020-02-21 10:00:00","19.000","46.000","2.300","20.400","0.760","1027.600","","0.000","-99.000","-99.000","-99.000","20.400","","13.500",""
"C0E550","2020-02-21 10:00:00","84.000","348.000","1.100","17.800","0.880","1019.200","","0.000","-99.000","-99.000","-99.000","18.300","","12.300",""
"C0AI20","2020-02-21 10:00:00","25.000","63.000","4.700","19.000","0.860","1025.000","","0.000","-99.000","-99.000","-99.000","19.000","","17.100",""
"C0E740","2020-02-21 10:00:00","27.000","336.000","0.500","18.500","0.900","1019.800","","0.000","-99.000","-99.000","-99.000","18.600","","11.700",""
"C0R650","2020-02-21 10:00:00","29.000","326.000","1.100","22.300","0.620","1025.500","","0.000","-99.000","-99.000","-99.000","22.300","","14.800",""
"C0S750","2020-02-21 10:00:00","2280.000","77.000","0.600","12.000","0.630","783.000","","0.000","-99.000","-99.000","-99.000","12.400","","2.200",""
"C0I370","2020-02-21 10:00:00","671.000","72.000","0.500","19.200","0.610","951.300","","0.000","-99.000","-99.000","-99.000","19.200","","11.900",""
"C0K400","2020-02-21 10:00:00","65.000","345.000","0.500","19.600","0.840","1021.000","","0.000","-99.000","-99.000","-99.000","19.600","","14.600",""
"C0A650","2020-02-21 10:00:00","287.000","0.000","0.000","19.500","0.840","994.800","","0.000","-99.000","-99.000","-99.000","19.500","","12.500",""
"C0U750","2020-02-21 10:00:00","398.000","191.000","5.000","17.000","0.910","982.000","","1.000","-99.000","-99.000","-99.000","17.000","","14.200",""
"C0M730","2020-02-21 10:00:00","40.000","11.000","0.600","20.800","0.700","1022.600","","0.000","-99.000","-99.000","-99.000","21.200","","14.900",""
"C0Z061","2020-02-21 10:00:00","174.000","316.000","0.900","20.600","0.680","1013.100","","0.000","-99.000","-99.000","-99.000","20.600","","13.900",""
"C0M670","2020-02-21 10:00:00","43.000","347.000","0.800","19.000","0.800","1022.500","","0.000","-99.000","-99.000","-99.000","19.000","","14.800",""
"C0I530","2020-02-21 10:00:00","3014.000","-99.000","-99.000","4.200","0.490","708.200","","0.000","-99.000","-99.000","-99.000","5.100","","-0.500",""
"C0A880","2020-02-21 10:00:00","6.000","167.000","1.000","20.000","0.900","1026.400","","1.000","-99.000","-99.000","-99.000","20.000","","16.500",""
"C0S950","2020-02-21 10:00:00","415.000","56.000","1.800","17.800","0.870","981.700","","0.000","-99.000","-99.000","-99.000","18.500","","15.100",""
"C0X190","2020-02-21 10:00:00","10.000","357.000","3.100","19.800","0.790","1026.800","","0.000","-99.000","-99.000","-99.000","19.800","","15.800",""
"C0A560","2020-02-21 10:00:00","405.000","360.000","0.300","19.400","0.790","981.800","","0.000","-99.000","-99.000","-99.000","19.400","","12.600",""
"C0G840","2020-02-21 11:00:00","32.000","357.000","1.200","21.400","0.750","1023.400","","0.000","-99.000","-99.000","-99.000","21.700","","13.900",""
"C0UA70","2020-02-21 11:00:00","547.000","178.000","3.600","15.700","0.990","965.400","","1.500","10.100","179.000","","17.600","","13.600",""
"C0G740","2020-02-21 11:00:00","24.000","347.000","3.400","19.400","0.800","1025.300","","0.000","-99.000","-99.000","-99.000","19.900","","15.700",""
"C0F9N0","2020-02-21 11:00:00","75.000","323.000","2.100","22.200","0.630","1018.400","","0.000","-99.000","-99.000","-99.000","22.200","","16.100",""
"C0F9T0","2020-02-21 11:00:00","111.000","315.000","1.900","20.100","0.740","1013.900","","0.000","-99.000","-99.000","-99.000","20.100","","15.500",""
"C0S710","2020-02-21 11:00:00","382.000","44.000","1.900","18.900","0.730","986.100","","0.000","-99.000","-99.000","-99.000","19.200","","13.800",""
"C0M680","2020-02-21 11:00:00","37.000","342.000","1.800","21.200","0.740","1024.900","","0.000","-99.000","-99.000","-99.000","21.300","","14.700",""
"C0X220","2020-02-21 11:00:00","26.000","27.000","3.700","20.000","0.730","1024.400","","0.000","-99.000","-99.000","-99.000","20.000","","14.700",""
"C0R560","2020-02-21 11:00:00","22.000","341.000","1.500","23.800","0.560","1025.000","","0.000","-99.000","-99.000","-99.000","23.800","","15.800",""
"C0F9P0","2020-02-21 11:00:00","26.000","24.000","2.600","18.900","0.880","1025.600","","0.000","11.300","29.000","","19.800","","15.600",""
"C0O970","2020-02-21 11:00:00","71.000","328.000","1.800","22.900","0.680","1019.600","","0.000","-99.000","-99.000","-99.000","22.900","","14.300",""
"C0F0B0","2020-02-21 11:00:00","311.000","288.000","3.600","19.500","0.770","990.800","","0.000","-99.000","-99.000","-99.000","19.600","","13.200",""
"C0R700","2020-02-21 11:00:00","19.000","311.000","3.600","22.900","0.610","1025.300","","0.000","-99.000","-99.000","-99.000","24.000","","17.200",""
"C0R620","2020-02-21 11:00:00","34.000","41.000","3.900","23.600","0.710","1024.100","","0.000","9.800","39.000","","23.700","","21.600",""
"C0C660","2020-02-21 11:00:00","176.000","317.000","1.800","19.600","0.810","1007.000","","0.000","-99.000","-99.000","-99.000","19.600","","13.900",""
"C0SA10","2020-02-21 11:00:00","411.000","324.000","0.500","20.800","0.720","982.100","","0.000","-99.000","-99.000","-99.000","22.000","","15.000",""
"C0M740","2020-02-21 11:00:00","15.000","349.000","1.600","21.100","0.710","1025.100","","0.000","-99.000","-99.000","-99.000","21.100","","14.100",""
"C0K460","2020-02-21 11:00:00","60.000","322.000","2.200","20.600","0.720","1019.600","","0.000","-99.000","-99.000","-99.000","20.600","","15.400",""
"C0X100","2020-02-21 11:00:00","10.000","357.000","3.200","21.300","0.690","1024.700","","0.000","-99.000","-99.000","-99.000","21.300","","16.400",""
"C0K560","2020-02-21 11:00:00","117.000","357.000","1.600","20.900","0.640","1014.400","","0.000","-99.000","-99.000","-99.000","21.000","","14.100",""
"C0R150","2020-02-21 11:00:00","105.000","297.000","1.300","24.800","0.460","1013.300","","0.000","-99.000","-99.000","-99.000","25.200","","15.800",""
"C0S690","2020-02-21 11:00:00","522.000","25.000","1.700","21.900","0.730","969.000","","0.000","-99.000","-99.000","-99.000","23.400","","15.800",""
"C0U870","2020-02-21 11:00:00","474.000","96.000","3.000","18.700","0.750","974.200","","0.000","-99.000","-99.000","-99.000","20.400","","14.200",""
